district,crop_type,season,rainfall_mm,temperature_c,reservoir_level,population_density,irrigated_area_ha,groundwater_depth_m,soil_moisture_index,evapotranspiration_mm,industrial_usage_mcm,water_demand_mcm
Ramanathapuram,Sugarcane,Zaid (Apr-May),277.0,37.7,0.507,227.0,11086.0,64.3,0.372,12.0,0.51,3403.82
Tiruvannamalai,Turmeric,Kharif (Jun-Oct),1422.7,33.4,0.956,586.0,2952.0,37.7,0.749,12.0,1.77,205.23
Salem,Mango,Zaid (Apr-May),320.4,37.9,0.381,601.0,6986.0,52.8,0.337,12.0,3.73,757.85
Chengalpattu,Millets,Zaid (Apr-May),437.3,40.6,0.641,1126.0,4278.0,55.4,0.383,12.0,1.28,208.76
Erode,Vegetables,Year-round,829.7,32.6,0.799,524.0,14027.0,76.2,0.537,12.0,3.82,699.58
Tiruvannamalai,Turmeric,Year-round,1050.2,28.8,0.912,552.0,12470.0,25.0,0.635,12.0,0.65,813.47
Salem,Cotton,Zaid (Apr-May),60.9,39.8,0.219,678.0,10197.0,80.0,0.303,12.0,3.03,1534.62
Tirunelveli,Turmeric,Kharif (Jun-Oct),972.7,29.5,0.413,448.0,8392.0,64.6,0.624,12.0,1.07,615.31
Ramanathapuram,Paddy (Samba),Rabi (Nov-Mar),646.5,26.2,0.579,209.0,11693.0,32.8,0.488,12.0,3.55,1779.77
Tirupattur,Onion,Year-round,802.9,30.0,0.757,413.0,4043.0,75.5,0.637,12.0,4.58,176.42
Sivaganga,Pulses,Year-round,652.5,31.1,0.222,299.0,2388.0,79.9,0.419,12.0,1.3,122.53
Nilgiris,Tapioca,Zaid (Apr-May),791.7,37.5,0.433,215.0,4422.0,76.8,0.564,12.0,3.0,548.54
Ariyalur,Millets,Rabi (Nov-Mar),518.2,27.2,0.592,300.0,4731.0,41.1,0.494,12.0,0.84,227.95
Ramanathapuram,Mango,Kharif (Jun-Oct),1011.5,32.6,0.666,147.0,1100.0,70.2,0.599,12.0,3.11,73.53
Thiruvarur,Vegetables,Zaid (Apr-May),284.3,37.3,0.675,486.0,3025.0,79.7,0.386,12.0,1.82,314.94
Karur,Groundnut,Year-round,779.7,31.4,0.399,404.0,6465.0,41.5,0.553,12.0,4.03,331.27
Mayiladuthurai,Banana,Year-round,1258.8,29.1,0.776,596.0,3109.0,72.0,0.725,12.0,4.65,300.32
Mayiladuthurai,Millets,Rabi (Nov-Mar),719.4,26.5,0.683,584.0,2226.0,72.2,0.53,12.0,1.54,110.46
Coimbatore,Tomato,Year-round,723.6,27.7,0.887,717.0,7962.0,67.6,0.604,12.0,0.79,421.3
Tirupathur,Cotton,Kharif (Jun-Oct),1531.8,33.1,0.676,514.0,5689.0,50.9,0.904,12.0,2.9,308.12
Kanniyakumari,Coconut,Kharif (Jun-Oct),2192.8,33.9,0.487,1145.0,5686.0,34.6,0.95,12.0,1.04,458.37
Perambalur,Vegetables,Rabi (Nov-Mar),454.9,26.8,0.366,279.0,2308.0,56.2,0.335,12.0,1.11,218.04
Sivaganga,Groundnut,Kharif (Jun-Oct),1101.9,33.2,0.387,375.0,11419.0,51.8,0.681,12.0,0.64,525.55
Tenkasi,Coconut,Zaid (Apr-May),276.0,39.0,0.694,415.0,7618.0,45.3,0.396,12.0,1.57,1203.28
Ranipet,Millets,Zaid (Apr-May),310.4,41.4,0.294,716.0,14631.0,49.0,0.411,12.0,4.64,928.47
Kallakurichi,Mango,Rabi (Nov-Mar),709.9,25.0,0.459,450.0,11674.0,44.0,0.499,12.0,1.64,830.48
Kallakurichi,Onion,Zaid (Apr-May),248.2,36.9,0.411,351.0,9114.0,62.9,0.298,12.0,1.26,820.79
Erode,Turmeric,Rabi (Nov-Mar),600.1,23.1,0.754,543.0,7573.0,80.0,0.478,12.0,4.85,646.7
Krishnagiri,Sugarcane,Kharif (Jun-Oct),1498.8,29.5,0.629,381.0,4686.0,16.1,0.712,12.0,5.03,734.73
Kallakurichi,Tomato,Kharif (Jun-Oct),1503.5,33.6,0.475,347.0,14693.0,54.9,0.788,12.0,4.84,826.74
Perambalur,Groundnut,Rabi (Nov-Mar),646.7,29.9,0.409,228.0,14597.0,66.0,0.463,12.0,3.55,756.28
Nagapattinam,Coconut,Kharif (Jun-Oct),1935.1,30.8,0.848,579.0,2855.0,60.5,0.901,12.0,3.88,227.78
Nilgiris,Mango,Year-round,2493.7,32.8,0.532,203.0,13479.0,10.9,0.95,12.0,0.31,722.26
Dharmapuri,Sugarcane,Rabi (Nov-Mar),683.4,23.3,0.587,340.0,5243.0,76.3,0.547,11.65,3.03,1068.13
Vellore,Groundnut,Rabi (Nov-Mar),663.3,29.1,0.22,802.0,1109.0,80.0,0.535,12.0,3.45,120.04
Thiruvarur,Tomato,Kharif (Jun-Oct),1601.5,34.2,0.808,497.0,12870.0,29.2,0.817,12.0,3.2,674.86
Chengalpattu,Banana,Rabi (Nov-Mar),1096.3,29.3,0.844,1081.0,4248.0,46.4,0.68,12.0,1.0,460.06
Dharmapuri,Groundnut,Year-round,904.7,31.2,0.67,278.0,8311.0,80.0,0.583,12.0,1.73,357.87
Ariyalur,Onion,Zaid (Apr-May),304.9,38.1,0.644,265.0,3864.0,57.7,0.442,12.0,0.32,291.63
Pudukkottai,Tomato,Rabi (Nov-Mar),498.8,20.7,0.359,290.0,6518.0,79.7,0.503,10.43,2.05,596.06
Sivaganga,Coconut,Rabi (Nov-Mar),459.4,23.4,0.369,352.0,14316.0,74.4,0.551,12.0,4.31,1788.75
Salem,Turmeric,Rabi (Nov-Mar),653.9,25.2,0.295,705.0,3070.0,67.6,0.508,12.0,3.74,323.12
Salem,Turmeric,Zaid (Apr-May),263.9,35.4,0.217,664.0,2304.0,80.0,0.336,12.0,3.34,385.5
Karur,Sugarcane,Kharif (Jun-Oct),1171.4,31.5,0.525,477.0,14292.0,58.5,0.625,12.0,0.48,2329.02
Dharmapuri,Sugarcane,Zaid (Apr-May),313.9,36.3,0.482,348.0,13381.0,64.5,0.425,12.0,3.23,4259.81
Ranipet,Paddy (Kuruvai),Kharif (Jun-Oct),1472.7,31.0,0.574,746.0,9181.0,21.6,0.832,12.0,3.83,1075.08
Thoothukudi,Banana,Year-round,513.7,29.3,0.687,500.0,9042.0,55.0,0.437,12.0,1.39,988.83
Thiruvarur,Paddy (Kuruvai),Kharif (Jun-Oct),1590.8,30.2,0.847,437.0,1629.0,57.3,0.775,12.0,1.53,167.32
Mayiladuthurai,Millets,Zaid (Apr-May),337.8,36.3,0.64,578.0,13995.0,42.3,0.343,12.0,1.95,822.24
Kanniyakumari,Paddy (Kuruvai),Kharif (Jun-Oct),2267.8,29.6,0.495,1204.0,2025.0,28.4,0.95,12.0,1.64,253.66
Cuddalore,Groundnut,Year-round,1120.8,31.0,0.439,655.0,12070.0,23.5,0.704,12.0,3.22,590.77
Ariyalur,Maize,Rabi (Nov-Mar),688.2,27.6,0.623,273.0,5974.0,57.1,0.553,12.0,4.0,330.26
Namakkal,Groundnut,Kharif (Jun-Oct),1214.2,33.6,0.67,556.0,6341.0,41.3,0.738,12.0,2.71,282.51
Kanniyakumari,Millets,Kharif (Jun-Oct),2379.7,35.8,0.644,1164.0,10343.0,22.4,0.95,12.0,2.18,318.11
Chennai,Onion,Rabi (Nov-Mar),850.5,28.5,0.502,26512.0,8541.0,67.5,0.636,12.0,10.2,1073.26
Cuddalore,Coconut,Rabi (Nov-Mar),895.7,25.8,0.34,671.0,5509.0,52.7,0.64,12.0,3.76,607.18
Ramanathapuram,Maize,Year-round,715.9,27.5,0.637,211.0,6371.0,52.6,0.583,12.0,2.23,325.78
Coimbatore,Vegetables,Rabi (Nov-Mar),453.6,25.9,0.847,791.0,4665.0,80.0,0.425,11.99,3.72,312.43
Namakkal,Mango,Zaid (Apr-May),247.8,39.9,0.308,574.0,14738.0,80.0,0.357,12.0,1.24,1658.73
Ranipet,Mango,Kharif (Jun-Oct),1526.1,33.9,0.532,691.0,4482.0,38.5,0.73,12.0,0.39,238.2
Ramanathapuram,Maize,Zaid (Apr-May),173.6,39.9,0.538,259.0,3065.0,61.9,0.369,12.0,3.88,349.9
Chengalpattu,Maize,Rabi (Nov-Mar),1003.6,28.5,0.737,1088.0,12696.0,37.9,0.662,12.0,3.68,774.6
Coimbatore,Cotton,Rabi (Nov-Mar),301.8,30.3,0.69,787.0,4186.0,61.2,0.338,12.0,5.23,438.52
Tenkasi,Onion,Zaid (Apr-May),220.4,38.2,0.738,379.0,11714.0,41.1,0.423,12.0,4.88,1023.5
Sivaganga,Onion,Zaid (Apr-May),187.3,38.1,0.18,353.0,9947.0,80.0,0.463,12.0,3.77,956.71
Tirupathur,Banana,Zaid (Apr-May),366.7,36.9,0.421,552.0,567.0,61.8,0.456,12.0,4.67,132.32
Cuddalore,Millets,Zaid (Apr-May),374.0,38.3,0.268,637.0,5992.0,80.0,0.4,12.0,4.85,389.56
Cuddalore,Cotton,Zaid (Apr-May),275.2,38.9,0.337,665.0,2720.0,41.9,0.402,12.0,3.75,373.32
Ariyalur,Tapioca,Zaid (Apr-May),472.8,39.5,0.611,257.0,2305.0,63.2,0.436,12.0,4.1,248.93
Tirupattur,Groundnut,Year-round,871.7,27.3,0.749,452.0,13777.0,70.3,0.611,12.0,2.84,568.74
Theni,Pulses,Rabi (Nov-Mar),607.3,25.7,0.19,347.0,5783.0,63.4,0.416,11.83,2.56,291.42
Salem,Paddy (Kuruvai),Kharif (Jun-Oct),1281.2,32.3,0.529,644.0,5832.0,58.0,0.668,12.0,1.62,691.68
Perambalur,Tapioca,Year-round,810.0,33.1,0.61,240.0,12712.0,68.6,0.678,12.0,2.59,782.58
Kanchipuram,Pulses,Zaid (Apr-May),398.9,38.0,0.654,1069.0,11311.0,80.0,0.369,12.0,1.73,748.06
Erode,Coconut,Kharif (Jun-Oct),1141.8,29.1,0.865,549.0,11784.0,48.2,0.701,12.0,1.93,834.58
Cuddalore,Cotton,Zaid (Apr-May),382.8,36.1,0.283,648.0,12199.0,39.7,0.357,12.0,1.91,1516.48
Ramanathapuram,Mango,Zaid (Apr-May),200.7,38.2,0.465,225.0,4311.0,73.7,0.374,12.0,4.13,500.55
Namakkal,Coconut,Rabi (Nov-Mar),570.8,19.6,0.432,567.0,7779.0,53.6,0.53,9.33,3.11,855.7
Tirupur,Cotton,Year-round,727.5,31.3,0.367,941.0,7140.0,80.0,0.566,12.0,0.9,445.86
Erode,Pulses,Kharif (Jun-Oct),1049.4,27.0,0.871,523.0,14457.0,31.5,0.744,12.0,3.62,421.79
Thoothukudi,Vegetables,Year-round,655.9,35.3,0.702,490.0,8529.0,65.7,0.425,12.0,0.63,438.25
Virudhunagar,Coconut,Year-round,634.6,31.9,0.653,532.0,2457.0,80.0,0.563,12.0,4.46,236.38
Perambalur,Paddy (Samba),Year-round,693.5,27.8,0.412,188.0,11153.0,53.3,0.51,12.0,0.4,1666.36
Villupuram,Cotton,Rabi (Nov-Mar),661.3,26.0,0.307,473.0,14625.0,59.6,0.593,12.0,2.53,1376.47
Coimbatore,Tomato,Rabi (Nov-Mar),501.5,25.7,0.802,761.0,6016.0,75.9,0.481,11.97,3.53,408.47
Coimbatore,Tapioca,Year-round,766.2,31.0,0.885,744.0,3364.0,63.6,0.565,12.0,5.09,191.01
Madurai,Millets,Kharif (Jun-Oct),1042.3,30.5,0.8,1030.0,6403.0,33.6,0.667,12.0,3.95,213.02
Sivaganga,Tomato,Year-round,857.8,30.0,0.33,381.0,11091.0,77.4,0.648,12.0,3.13,626.5
Virudhunagar,Mango,Year-round,785.6,28.8,0.734,538.0,11312.0,71.8,0.56,12.0,2.68,597.61
Nilgiris,Tomato,Zaid (Apr-May),817.8,38.2,0.425,244.0,4891.0,48.7,0.5,12.0,2.66,571.18
Dharmapuri,Turmeric,Kharif (Jun-Oct),1401.7,33.7,0.701,406.0,12145.0,43.7,0.73,12.0,2.93,801.32
Namakkal,Mango,Year-round,739.4,30.7,0.361,524.0,11657.0,59.3,0.63,12.0,3.66,670.06
Villupuram,Paddy (Samba),Rabi (Nov-Mar),766.9,22.6,0.215,355.0,13246.0,57.5,0.601,10.59,1.52,2702.17
Madurai,Turmeric,Year-round,827.7,29.2,0.693,1066.0,10025.0,75.0,0.589,12.0,5.0,703.8
Nagapattinam,Pulses,Rabi (Nov-Mar),899.5,29.2,0.548,533.0,13722.0,43.5,0.597,12.0,2.44,604.5
Theni,Groundnut,Kharif (Jun-Oct),1167.2,31.3,0.49,397.0,7732.0,63.2,0.68,12.0,1.79,373.19
Ariyalur,Turmeric,Rabi (Nov-Mar),767.8,26.5,0.587,282.0,4225.0,68.0,0.62,12.0,0.8,304.2
Tiruvannamalai,Onion,Rabi (Nov-Mar),685.7,23.9,0.839,522.0,8926.0,35.7,0.53,12.0,2.62,493.54
Thiruvarur,Tomato,Kharif (Jun-Oct),1589.5,30.5,0.956,429.0,12262.0,35.9,0.789,12.0,3.75,635.86
Tirunelveli,Turmeric,Year-round,509.3,31.1,0.379,445.0,12260.0,80.0,0.449,12.0,4.82,1086.68
Theni,Groundnut,Kharif (Jun-Oct),1408.7,33.7,0.438,475.0,10740.0,71.2,0.76,12.0,1.62,506.25
Tiruvannamalai,Onion,Kharif (Jun-Oct),1468.1,31.8,0.969,541.0,12623.0,30.2,0.888,12.0,2.38,464.79
Perambalur,Turmeric,Zaid (Apr-May),115.7,35.4,0.341,264.0,4667.0,80.0,0.306,12.0,2.08,783.18
Cuddalore,Vegetables,Kharif (Jun-Oct),1707.5,34.4,0.614,660.0,6977.0,21.4,0.929,12.0,2.59,364.7
Karur,Paddy (Samba),Year-round,659.7,25.9,0.365,410.0,14993.0,80.0,0.58,12.0,1.33,2331.1
Theni,Tomato,Year-round,859.9,30.0,0.304,365.0,10207.0,47.1,0.632,12.0,4.82,629.58
Erode,Vegetables,Year-round,873.0,29.9,0.844,541.0,7801.0,50.4,0.648,12.0,2.93,373.6
Thoothukudi,Mango,Year-round,664.9,33.4,0.636,495.0,9152.0,34.7,0.48,12.0,2.89,440.52
Coimbatore,Tomato,Kharif (Jun-Oct),1073.6,33.0,0.987,695.0,644.0,77.8,0.625,12.0,5.12,45.16
Namakkal,Tomato,Zaid (Apr-May),183.6,39.9,0.298,558.0,8532.0,66.0,0.35,12.0,3.94,1090.19
Madurai,Millets,Zaid (Apr-May),298.0,38.0,0.604,1063.0,8597.0,61.5,0.394,12.0,1.08,476.82
Pudukkottai,Turmeric,Kharif (Jun-Oct),1309.8,34.6,0.523,293.0,7293.0,22.5,0.784,12.0,3.35,532.77
Perambalur,Paddy (Samba),Year-round,750.3,31.3,0.538,298.0,5262.0,52.7,0.579,12.0,4.75,763.92
Perambalur,Coconut,Kharif (Jun-Oct),1116.9,35.4,0.54,281.0,12726.0,62.7,0.708,12.0,2.23,972.28
Vellore,Onion,Rabi (Nov-Mar),801.0,24.4,0.278,782.0,3349.0,58.9,0.613,12.0,4.49,200.08
Karur,Onion,Year-round,834.9,31.7,0.434,436.0,5955.0,40.3,0.606,12.0,3.78,250.96
Tiruvannamalai,Pulses,Rabi (Nov-Mar),728.5,25.5,0.825,516.0,4488.0,37.8,0.568,12.0,2.21,197.84
Nagapattinam,Paddy (Kuruvai),Rabi (Nov-Mar),875.0,28.6,0.694,553.0,7632.0,42.9,0.583,12.0,0.84,1166.23
Kanchipuram,Cotton,Rabi (Nov-Mar),819.1,23.3,0.734,1082.0,12834.0,76.3,0.668,11.61,4.85,1067.67
Tirunelveli,Millets,Year-round,585.0,32.4,0.345,443.0,14056.0,69.2,0.467,12.0,0.65,439.86
Thanjavur,Paddy (Kuruvai),Year-round,1171.7,31.9,0.875,650.0,13476.0,68.7,0.659,12.0,0.47,1383.64
Thiruvarur,Banana,Rabi (Nov-Mar),734.3,27.0,0.803,427.0,4312.0,48.5,0.524,12.0,2.63,584.74
Nagapattinam,Tapioca,Kharif (Jun-Oct),1788.2,29.7,0.847,505.0,12369.0,53.1,0.938,12.0,3.35,705.82
Mayiladuthurai,Pulses,Year-round,1146.0,29.4,0.816,674.0,6080.0,45.1,0.718,12.0,0.29,192.11
Tirunelveli,Millets,Zaid (Apr-May),212.5,37.9,0.159,454.0,13906.0,78.4,0.391,12.0,4.62,885.81
Ramanathapuram,Turmeric,Zaid (Apr-May),132.9,40.2,0.464,195.0,11234.0,80.0,0.358,12.0,4.56,1769.21
Ariyalur,Banana,Rabi (Nov-Mar),655.0,24.5,0.545,270.0,14224.0,36.4,0.55,12.0,0.98,1882.12
Thanjavur,Onion,Rabi (Nov-Mar),650.1,25.9,0.866,642.0,6513.0,71.8,0.5,12.0,2.06,394.91
Virudhunagar,Millets,Kharif (Jun-Oct),936.3,33.6,0.82,505.0,5191.0,48.0,0.608,12.0,1.71,139.94
Nilgiris,Coconut,Zaid (Apr-May),789.7,38.3,0.513,247.0,7462.0,42.2,0.661,12.0,2.88,1141.03
Kanniyakumari,Maize,Year-round,1495.6,27.9,0.424,1141.0,6589.0,37.9,0.842,12.0,0.64,354.73
Mayiladuthurai,Mango,Kharif (Jun-Oct),1716.1,31.3,0.985,632.0,6986.0,51.9,0.9,12.0,1.03,341.96
Karur,Sugarcane,Zaid (Apr-May),281.3,36.3,0.235,357.0,10280.0,73.6,0.431,12.0,2.31,3375.14
Dindigul,Groundnut,Zaid (Apr-May),188.4,40.0,0.585,365.0,3410.0,64.6,0.301,12.0,4.18,299.86
Virudhunagar,Cotton,Year-round,785.8,33.1,0.657,520.0,6479.0,75.7,0.578,12.0,2.54,361.9
Sivaganga,Groundnut,Year-round,863.7,31.2,0.298,370.0,10688.0,74.0,0.474,12.0,2.49,515.71
Tiruchirappalli,Coconut,Rabi (Nov-Mar),545.8,25.7,0.673,782.0,11107.0,57.8,0.491,12.0,4.41,1197.65
Tirupattur,Tapioca,Zaid (Apr-May),336.9,38.9,0.61,432.0,3730.0,80.0,0.433,12.0,0.98,417.21
Madurai,Onion,Zaid (Apr-May),299.4,38.1,0.644,1093.0,2788.0,65.1,0.473,12.0,0.71,225.39
Erode,Cotton,Year-round,874.0,29.8,0.896,531.0,2544.0,78.6,0.589,12.0,3.52,158.25
Perambalur,Maize,Rabi (Nov-Mar),583.3,25.3,0.354,244.0,5117.0,80.0,0.473,12.0,3.08,351.69
Tirupattur,Vegetables,Rabi (Nov-Mar),644.7,22.5,0.646,476.0,7868.0,73.1,0.573,10.72,0.33,502.74
Erode,Coconut,Rabi (Nov-Mar),486.7,23.6,0.734,555.0,10485.0,62.4,0.422,12.0,1.77,1148.06
Sivaganga,Maize,Year-round,766.7,31.3,0.384,355.0,5327.0,61.0,0.584,12.0,0.69,276.22
Tiruchirappalli,Paddy (Samba),Rabi (Nov-Mar),603.5,25.8,0.614,750.0,1415.0,47.7,0.518,12.0,4.83,279.48
Villupuram,Groundnut,Zaid (Apr-May),369.6,37.1,0.246,401.0,11448.0,68.0,0.41,12.0,3.46,1085.62
Tirupur,Paddy (Kuruvai),Year-round,672.5,30.4,0.505,890.0,4662.0,64.7,0.552,12.0,0.92,579.96
Salem,Paddy (Samba),Rabi (Nov-Mar),779.6,26.1,0.414,656.0,2149.0,48.0,0.525,12.0,3.59,377.26
Villupuram,Pulses,Rabi (Nov-Mar),770.8,27.4,0.314,422.0,5463.0,65.8,0.545,12.0,1.7,237.45
Perambalur,Millets,Kharif (Jun-Oct),1179.6,33.8,0.662,264.0,5027.0,61.0,0.706,12.0,1.49,153.72
Tirupathur,Banana,Rabi (Nov-Mar),672.6,24.1,0.612,487.0,5820.0,80.0,0.496,12.0,2.88,734.89
Tiruchirappalli,Cotton,Kharif (Jun-Oct),970.9,36.5,0.806,763.0,4091.0,42.8,0.641,12.0,4.54,236.49
Krishnagiri,Tomato,Kharif (Jun-Oct),1528.1,27.2,0.649,409.0,5907.0,67.4,0.855,12.0,4.14,336.78
Chengalpattu,Groundnut,Rabi (Nov-Mar),952.6,24.6,0.772,1104.0,966.0,42.8,0.594,12.0,4.59,94.33
Dindigul,Tomato,Year-round,889.9,29.1,0.732,440.0,4328.0,28.1,0.577,12.0,1.98,208.1
Perambalur,Cotton,Zaid (Apr-May),203.5,33.4,0.177,262.0,3281.0,80.0,0.353,12.0,1.43,427.78
Ariyalur,Vegetables,Year-round,983.6,29.0,0.753,307.0,10463.0,59.2,0.708,12.0,4.9,532.3
Madurai,Millets,Rabi (Nov-Mar),529.8,21.8,0.579,1051.0,4366.0,80.0,0.555,11.61,3.55,223.7
Cuddalore,Pulses,Year-round,1282.3,28.5,0.485,612.0,11460.0,58.8,0.722,12.0,4.27,391.04
Pudukkottai,Groundnut,Zaid (Apr-May),399.1,36.5,0.289,286.0,13576.0,78.5,0.457,12.0,4.0,1131.34
Tirunelveli,Vegetables,Year-round,861.1,32.6,0.487,528.0,9451.0,53.9,0.5,12.0,0.95,497.52
Thanjavur,Millets,Year-round,1109.8,30.1,0.924,692.0,8695.0,35.0,0.684,12.0,3.87,237.59
Erode,Paddy (Samba),Year-round,751.2,28.0,0.763,535.0,12168.0,32.1,0.501,12.0,1.48,1618.71
Perambalur,Banana,Kharif (Jun-Oct),1175.9,33.2,0.59,270.0,7328.0,54.0,0.675,12.0,2.49,764.95
Ariyalur,Vegetables,Kharif (Jun-Oct),1427.9,31.0,0.804,334.0,5923.0,58.7,0.736,12.0,0.47,310.88
Ranipet,Banana,Rabi (Nov-Mar),719.0,25.6,0.489,672.0,10959.0,58.5,0.609,12.0,2.05,1652.24
Virudhunagar,Tomato,Zaid (Apr-May),212.0,36.6,0.556,465.0,9966.0,62.5,0.396,12.0,1.88,1082.96
Madurai,Pulses,Zaid (Apr-May),334.8,41.9,0.672,1089.0,8700.0,80.0,0.477,12.0,4.26,516.37
Theni,Paddy (Kuruvai),Year-round,865.4,29.4,0.322,460.0,2962.0,68.7,0.676,12.0,4.69,374.84
Krishnagiri,Onion,Year-round,1141.7,29.0,0.62,344.0,11034.0,52.4,0.61,12.0,0.11,433.37
Tenkasi,Sugarcane,Rabi (Nov-Mar),768.5,25.7,0.847,390.0,10776.0,46.4,0.487,12.0,2.26,2258.54
Vellore,Maize,Year-round,893.5,29.3,0.216,812.0,12553.0,33.4,0.548,12.0,0.97,721.82
Tirupathur,Sugarcane,Kharif (Jun-Oct),1331.6,31.5,0.672,502.0,10655.0,60.6,0.749,12.0,4.4,1662.82
Nagapattinam,Onion,Zaid (Apr-May),454.2,38.7,0.618,601.0,5691.0,80.0,0.505,12.0,0.19,433.21
Tiruchirappalli,Maize,Zaid (Apr-May),240.1,35.5,0.596,799.0,10486.0,68.5,0.317,12.0,2.12,998.44
Chennai,Groundnut,Year-round,1368.9,30.7,0.55,26466.0,12179.0,66.3,0.706,12.0,10.91,1071.48
Nagapattinam,Maize,Kharif (Jun-Oct),1919.4,32.3,0.827,555.0,5253.0,39.9,0.938,12.0,3.8,246.9
Dharmapuri,Paddy (Samba),Kharif (Jun-Oct),1294.7,35.2,0.711,374.0,6096.0,70.1,0.711,12.0,2.24,815.24
Chengalpattu,Banana,Zaid (Apr-May),477.7,40.5,0.735,1104.0,3344.0,80.0,0.433,12.0,3.45,622.06
Ramanathapuram,Millets,Rabi (Nov-Mar),522.2,26.4,0.64,214.0,6998.0,71.8,0.515,12.0,0.81,253.49
Tirunelveli,Vegetables,Zaid (Apr-May),177.1,39.0,0.156,494.0,8901.0,80.0,0.349,12.0,0.68,1055.94
Pudukkottai,Tomato,Year-round,742.4,29.4,0.358,370.0,8077.0,80.0,0.438,12.0,1.58,536.61
Nilgiris,Tomato,Rabi (Nov-Mar),1614.0,25.6,0.59,255.0,6300.0,14.2,0.856,12.0,1.64,485.94
Perambalur,Tapioca,Year-round,756.1,30.7,0.505,247.0,11840.0,76.4,0.516,12.0,0.98,713.54
Salem,Groundnut,Year-round,885.2,32.8,0.359,614.0,12238.0,49.1,0.661,12.0,3.43,626.98
Tirupathur,Paddy (Samba),Rabi (Nov-Mar),699.9,27.3,0.502,521.0,1227.0,41.1,0.61,12.0,2.56,218.94
Karur,Mango,Zaid (Apr-May),190.6,38.0,0.287,414.0,14427.0,80.0,0.303,12.0,2.97,1671.9
Nilgiris,Onion,Kharif (Jun-Oct),3550.8,33.7,0.714,217.0,1479.0,3.0,0.95,12.0,4.07,80.28
Virudhunagar,Tapioca,Year-round,661.2,33.4,0.622,510.0,6282.0,74.7,0.503,12.0,0.81,367.53
Erode,Mango,Zaid (Apr-May),260.2,37.5,0.684,566.0,9709.0,43.7,0.437,12.0,0.42,930.95
Sivaganga,Onion,Year-round,814.0,29.6,0.311,359.0,9860.0,53.3,0.653,12.0,4.37,436.21
Vellore,Mango,Kharif (Jun-Oct),1525.6,33.2,0.428,796.0,4142.0,31.8,0.816,12.0,1.04,222.64
Tirunelveli,Mango,Kharif (Jun-Oct),992.1,33.7,0.566,473.0,6805.0,36.1,0.628,12.0,1.18,377.35
Krishnagiri,Groundnut,Year-round,974.8,30.9,0.513,347.0,14057.0,55.6,0.704,12.0,4.68,670.32
Dindigul,Paddy (Samba),Kharif (Jun-Oct),1141.7,32.4,0.821,350.0,12558.0,47.6,0.709,12.0,3.71,1640.64
Tiruchirappalli,Tapioca,Rabi (Nov-Mar),643.3,26.8,0.603,761.0,13536.0,41.6,0.509,12.0,5.05,990.33
Dindigul,Vegetables,Zaid (Apr-May),408.0,37.2,0.673,438.0,4734.0,49.0,0.45,12.0,1.15,399.6
Perambalur,Vegetables,Rabi (Nov-Mar),632.6,25.8,0.476,237.0,10855.0,46.4,0.539,12.0,2.28,628.61
Kanniyakumari,Coconut,Zaid (Apr-May),399.1,36.1,0.351,1120.0,7249.0,77.5,0.423,12.0,1.75,1257.36
Madurai,Turmeric,Rabi (Nov-Mar),604.9,25.0,0.694,1049.0,13545.0,75.2,0.468,12.0,1.14,1194.78
Perambalur,Coconut,Rabi (Nov-Mar),540.5,25.1,0.419,237.0,9604.0,66.0,0.457,12.0,3.56,1064.21
Karur,Mango,Zaid (Apr-May),336.2,38.9,0.308,443.0,12066.0,80.0,0.484,12.0,3.98,1180.74
Tenkasi,Sugarcane,Zaid (Apr-May),336.1,38.3,0.802,410.0,9742.0,80.0,0.528,12.0,1.07,2983.12
Namakkal,Coconut,Rabi (Nov-Mar),593.2,26.0,0.414,514.0,3012.0,79.3,0.524,12.0,0.82,339.25
Tirunelveli,Tomato,Rabi (Nov-Mar),395.5,23.3,0.348,522.0,5025.0,72.1,0.423,11.7,4.75,443.65
Perambalur,Turmeric,Year-round,880.0,31.0,0.512,241.0,3467.0,48.6,0.443,12.0,3.3,236.29
Chengalpattu,Banana,Zaid (Apr-May),565.1,37.1,0.637,1127.0,5354.0,70.2,0.45,12.0,4.17,1005.98
Tiruchirappalli,Sugarcane,Year-round,857.0,27.8,0.723,750.0,9388.0,35.4,0.57,12.0,1.95,1446.94
Salem,Cotton,Rabi (Nov-Mar),565.2,27.8,0.334,631.0,2674.0,79.9,0.44,12.0,1.03,270.93
Perambalur,Turmeric,Zaid (Apr-May),304.4,37.8,0.279,258.0,14785.0,80.0,0.377,12.0,0.33,2062.28
Thoothukudi,Onion,Rabi (Nov-Mar),248.9,26.2,0.416,469.0,4282.0,46.6,0.306,12.0,2.95,353.17
Tenkasi,Mango,Kharif (Jun-Oct),1751.8,32.8,1.0,410.0,14426.0,19.7,0.868,12.0,4.79,663.6
Tirunelveli,Coconut,Year-round,727.3,28.2,0.36,498.0,6933.0,53.7,0.582,12.0,2.53,556.65
Perambalur,Millets,Rabi (Nov-Mar),611.5,29.5,0.388,251.0,14492.0,35.2,0.51,12.0,0.87,507.31
Kallakurichi,Paddy (Kuruvai),Rabi (Nov-Mar),694.3,19.2,0.35,364.0,4675.0,45.0,0.486,10.01,3.16,756.68
Tirupur,Tapioca,Kharif (Jun-Oct),1071.0,33.5,0.524,912.0,6140.0,55.2,0.65,12.0,2.39,397.49
